blk_read_time,blk_write_time,checkpoints_req,checkpoints_timed,deadlocks,effective_cache_size,latency average,maintenance_work_mem,max_parallel_workers_per_gather,max_wal_size,number of failed transactions,number of transactions actually processed,random_page_cost,shared_buffers,temp_bytes,tps,trial,wal_buffers,work_mem
0.0,0.0,4063.0,160.0,0.0,18GB,13.72,256MB,4,8192MB,0.0,2790385.0,1.0,2GB,20040171520.0,4652.620457,17,256MB,20MB
0.0,0.0,4086.0,160.0,0.0,14GB,13.891,256MB,2,6144MB,0.0,2756116.0,1.0,4GB,20040171520.0,4595.290469,18,128MB,8MB
0.0,0.0,4119.0,160.0,0.0,14GB,14.208,32MB,6,4096MB,0.0,2695154.0,1.0,6GB,20040171520.0,4493.686529,19,256MB,14MB
0.0,0.0,4136.0,160.0,0.0,18GB,14.036,256MB,4,8192MB,0.0,2727962.0,1.0,4GB,20040171520.0,4548.061328,20,128MB,20MB
0.0,0.0,4153.0,160.0,0.0,14GB,14.047,256MB,4,8192MB,0.0,2725869.0,1.0,2GB,20040171520.0,4544.823285,21,256MB,20MB
0.0,0.0,4171.0,160.0,0.0,14GB,14.073,256MB,4,8192MB,0.0,2720745.0,1.0,2GB,20040171520.0,4536.168548,22,256MB,20MB
0.0,0.0,4195.0,160.0,0.0,14GB,14.197,256MB,4,6144MB,0.0,2696999.0,1.0,2GB,20040171520.0,4496.782987,23,256MB,20MB
0.0,0.0,4213.0,160.0,0.0,14GB,14.028,256MB,4,8192MB,0.0,2729435.0,1.0,2GB,20040171520.0,4550.626343,24,256MB,14MB
0.0,0.0,4237.0,160.0,0.0,14GB,14.209,256MB,4,6144MB,0.0,2694464.0,1.0,2GB,20040171520.0,4492.433235,25,256MB,20MB
0.0,0.0,4256.0,160.0,0.0,14GB,14.0,256MB,4,8192MB,0.0,2734616.0,1.0,2GB,20040171520.0,4559.501054,26,128MB,14MB
0.0,0.0,4275.0,160.0,0.0,14GB,14.212,256MB,4,8192MB,0.0,2693946.0,1.0,2GB,20040171520.0,4491.692154,27,256MB,2MB
0.0,0.0,4299.0,160.0,0.0,18GB,14.203,32MB,6,6144MB,0.0,2695769.0,1.0,6GB,20040171520.0,4494.620737,28,256MB,20MB
0.0,0.0,4335.0,160.0,0.0,14GB,14.393,128MB,2,4096MB,0.0,2660124.0,1.0,4GB,20040171520.0,4435.334093,29,128MB,2MB
0.0,0.0,4371.0,160.0,0.0,10GB,14.642,32MB,4,4096MB,0.0,2615177.0,1.0,4GB,20040171520.0,4360.2988,30,64MB,8MB
0.0,0.0,4395.0,160.0,0.0,14GB,14.493,256MB,4,6144MB,0.0,2641876.0,1.0,2GB,20040171520.0,4404.785957,31,256MB,20MB
0.0,0.0,4421.0,160.0,0.0,14GB,14.555,256MB,4,6144MB,0.0,2630752.0,1.0,2GB,20040171520.0,4386.341225,32,256MB,20MB
0.0,0.0,4440.0,160.0,0.0,14GB,14.686,256MB,4,8192MB,0.0,2607382.0,1.0,2GB,20040171520.0,4347.35319,33,256MB,20MB
0.0,0.0,4466.0,160.0,0.0,14GB,14.72,256MB,4,6144MB,0.0,2601262.0,1.0,2GB,20040171520.0,4337.019173,34,256MB,14MB
0.0,0.0,4485.0,160.0,0.0,14GB,14.422,128MB,4,8192MB,0.0,2655016.0,1.0,2GB,20040171520.0,4426.656517,35,64MB,20MB
0.0,0.0,4524.0,160.0,0.0,10GB,14.73,256MB,4,4096MB,0.0,2599346.0,1.0,2GB,20040171520.0,4333.97696,36,128MB,14MB
0.0,0.0,4544.0,160.0,0.0,14GB,14.562,256MB,4,8192MB,0.0,2629480.0,1.0,4GB,20040171520.0,4384.166569,37,256MB,20MB
0.0,0.0,4571.0,160.0,0.0,18GB,14.738,128MB,2,6144MB,0.0,2598067.0,1.0,2GB,20040171520.0,4331.852602,38,64MB,2MB
0.0,0.0,4648.0,160.0,0.0,10GB,14.849,256MB,6,2048MB,0.0,2578679.0,1.0,6GB,20040171520.0,4299.512535,39,256MB,14MB
0.0,0.0,4668.0,160.0,0.0,14GB,14.792,256MB,4,8192MB,0.0,2588596.0,1.0,4GB,20040171520.0,4315.877937,40,128MB,8MB
0.0,0.0,4688.0,160.0,0.0,10GB,14.716,128MB,4,8192MB,0.0,2601895.0,1.0,2GB,20040171520.0,4338.058139,41,64MB,2MB
0.0,0.0,4708.0,160.0,0.0,10GB,15.672,128MB,4,8192MB,0.0,2443841.0,1.0,2GB,20040171520.0,4074.851033,42,64MB,8MB
0.0,0.0,4734.0,160.0,0.0,10GB,15.779,128MB,4,6144MB,0.0,2427382.0,1.0,2GB,20040171520.0,4047.121751,43,64MB,2MB
0.0,0.0,4754.0,160.0,0.0,10GB,15.597,128MB,4,8192MB,0.0,2455807.0,1.0,2GB,20040171520.0,4094.491764,44,64MB,8MB
0.0,0.0,4774.0,160.0,0.0,10GB,15.637,128MB,2,8192MB,0.0,2449634.0,1.0,4GB,20040171520.0,4083.123847,45,64MB,8MB
0.0,0.0,4801.0,160.0,0.0,14GB,15.622,32MB,4,6144MB,0.0,2451935.0,1.0,6GB,20040171520.0,4088.154063,46,128MB,14MB
0.0,0.0,4828.0,160.0,0.0,18GB,15.442,256MB,6,6144MB,0.0,2480120.0,1.0,2GB,20040171520.0,4135.103735,47,256MB,20MB
