blk_read_time,blk_write_time,checkpoints_req,checkpoints_timed,deadlocks,effective_cache_size,latency average,maintenance_work_mem,max_parallel_workers_per_gather,max_wal_size,number of failed transactions,number of transactions actually processed,random_page_cost,shared_buffers,temp_bytes,tps,trial,wal_buffers,work_mem
0.0,0.0,4887.0,161.0,0.0,10GB,17.851,32MB,4,4096MB,0.0,2145646.0,1.0,4GB,20040171520.0,3577.393499,0,64MB,2MB
0.0,0.0,4878.0,161.0,0.0,10GB,17.824,128MB,4,8192MB,0.0,2149742.0,1.0,2GB,20040171520.0,3584.105562,1,64MB,8MB
