blk_read_time,blk_write_time,checkpoints_req,checkpoints_timed,deadlocks,effective_cache_size,latency average,maintenance_work_mem,max_parallel_workers_per_gather,max_wal_size,number of failed transactions,number of transactions actually processed,random_page_cost,shared_buffers,temp_bytes,tps,trial,wal_buffers,work_mem
0.0,0.0,1358.0,1.0,0.0,8192MB,12.231,128MB,7,3072MB,0.0,3128860.0,1.909904720110243,10GB,20040171520.0,5217.017018,33,32MB,19MB
0.0,0.0,1378.0,1.0,0.0,10240MB,12.247,128MB,7,3072MB,0.0,3124940.0,1.4150672814106726,10GB,20040171520.0,5210.180256,34,32MB,19MB
0.0,0.0,1398.0,1.0,0.0,8192MB,12.15,128MB,7,3072MB,0.0,3149771.0,2.330174497731032,10GB,20040171520.0,5251.638157,35,32MB,19MB
0.0,0.0,1416.0,1.0,0.0,10240MB,13.264,128MB,7,3072MB,0.0,2886223.0,2.3589132780080875,10GB,20040171520.0,4812.294611,36,512MB,4MB
0.0,0.0,1431.0,1.0,0.0,8192MB,12.079,128MB,7,4096MB,0.0,3167980.0,1.92565185388643,10GB,20040171520.0,5282.037278,37,128MB,19MB
0.0,0.0,1446.0,1.0,0.0,8192MB,12.022,128MB,7,4096MB,0.0,3182992.0,1.1066253973163394,10GB,20040171520.0,5307.029714,38,128MB,4MB
0.0,0.0,1461.0,1.0,0.0,8192MB,12.125,128MB,7,4096MB,0.0,3156137.0,1.3510542180336278,6GB,20040171520.0,5262.17425,39,128MB,4MB
0.0,0.0,1476.0,1.0,0.0,8192MB,12.249,128MB,7,4096MB,0.0,3124205.0,1.0041881509289168,6GB,20040171520.0,5208.95076,40,128MB,4MB
0.0,0.0,1491.0,1.0,0.0,8192MB,12.161,128MB,7,4096MB,0.0,3146678.0,1.2574633338061363,6GB,20040171520.0,5246.439107,41,128MB,4MB
0.0,0.0,1506.0,1.0,0.0,8192MB,12.194,128MB,7,4096MB,0.0,3138339.0,1.2045491203807805,6GB,20040171520.0,5232.549418,42,128MB,4MB
0.0,0.0,1521.0,1.0,0.0,8192MB,12.251,128MB,7,4096MB,0.0,3123795.0,1.5509594271879543,6GB,20040171520.0,5208.288837,43,128MB,4MB
0.0,0.0,1536.0,1.0,0.0,10240MB,12.241,128MB,7,4096MB,0.0,3126250.0,1.4064051597544729,6GB,20040171520.0,5212.344418,44,128MB,19MB
0.0,0.0,1551.0,1.0,0.0,8192MB,12.254,128MB,7,4096MB,0.0,3122843.0,1.0171279660560413,6GB,20040171520.0,5206.622697,45,128MB,4MB
0.0,0.0,1566.0,1.0,0.0,6144MB,12.102,128MB,3,4096MB,0.0,3161943.0,1.1938820068724472,10GB,20040171520.0,5271.936277,46,128MB,19MB
0.0,0.0,1581.0,1.0,0.0,4096MB,12.039,128MB,3,4096MB,0.0,3178428.0,1.2402322027916741,10GB,20040171520.0,5299.549485,47,128MB,4MB
0.0,0.0,1596.0,1.0,0.0,4096MB,12.223,512MB,3,4096MB,0.0,3130640.0,1.2069830263577084,6GB,20040171520.0,5219.818712,48,128MB,4MB
0.0,0.0,1611.0,1.0,0.0,4096MB,12.082,128MB,3,4096MB,0.0,3166229.0,1.3487370557591554,10GB,20040171520.0,5279.162867,49,128MB,4MB
